user_id,gasto_total,porcentaje_recomendacion,items_count
76561198144072624,14.99,,7
zourock,3851.6599999999817,,290
76561198018596082,1737.020000000001,,124
zowskimelon,296.76000000000005,,56
diegoroc,1312.2700000000004,,157
76561198072835870,124.93999999999998,,15
Zrkom3,1751.8500000000008,,153
Zroady,395.75,,39
maszk333,191.85000000000005,,57
76561198096745769,191.85,,53
76561198042297860,2001.9800000000007,,159
76561197996591729,618.6100000000001,,53
slipperypoet,1806.8500000000008,,174
zucchin1,2190.719999999999,,234
Zugwars,667.3900000000003,,84
zuilde,962.2900000000004,,111
76561198032187803,828.5200000000003,,78
bbl10,290.85,,35
76561198057382928,993.4500000000004,,86
FeelMyBeard,130.92000000000002,,22
76561198297865368,29.98,,2
76561198089965977,176.88,,37
zXRawRXz,1353.2300000000005,,104
76561198007537421,374.7700000000001,,30
towolam,0.0,,3
cin979,937.4400000000004,,121
76561198066911578,247.83000000000007,,31
zynoe,520.7300000000001,,41
76561198075437205,116.93999999999998,,11
76561198050358552,99.94,,9
st0p-stalk,118.89,,55
stickmanec,536.6600000000002,,76
RagTheRed,722.6500000000001,,69
76561198067280662,1506.2200000000005,,119
76561198043052779,236.8100000000001,,31
76561198082009130,204.89,,29
joonyen9433,199.9,,37
__babyshark_,224.89,,45
__babyshark_,224.89,,45
76561197967469174,23856.80000000152,,3205
76561198098358120,207.88,,29
76561198084453177,114.95,,13
GamerGunGrenade,2014.8700000000008,,163
76561198088583151,645.7200000000001,,49
76561198065462175,44.97,,26
Master_Chief_001,2864.239999999992,,253
SMGOP,356.67000000000013,,63
AlturnaxTabonite,211.88,,36
herp-a-derp,601.5900000000001,,62
76561198096246986,247.85000000000005,,49
skillz2killz99,263.9,,21
76561198078010409,34.98,,5
Mitch8910,975.4100000000004,,89
Mad_Med,1636.9000000000008,,126
Soongnaja,771.6100000000002,,86
nazkung,1846.9300000000007,,163
YoshiWhoGames,749.3900000000003,,96
RAST1S,709.5800000000003,,57
Powerfulzeus,2208.539999999999,,224
filecomplaint,1217.2100000000005,,112
Trooper6192,401.7800000000001,,101
xtrakrazy,834.6700000000002,,63
76561198006048941,772.4400000000003,,94
ramramram,2941.6599999999894,,252
awesomedud,442.69000000000017,,69
JosefBarbera,1488.0500000000006,,108
BestCellist,9.99,,13
MacRaelyn,1588.3900000000012,,733
756755557153145,1061.2300000000005,,119
TeamLiability,1300.1900000000005,,122
antrax_lp,498.6700000000001,,65
eight8ate,1405.2300000000005,,127
razemini,204.83000000000007,,36
76561198063445756,1098.2400000000005,,190
76561198047755411,677.7200000000001,,42
76561198084766913,290.81,,61
76561198040890825,2755.289999999993,,208
76561198074103221,195.84000000000003,,56
76561198058161171,791.5400000000003,,70
76561198047586948,653.5800000000002,,56
76561198092626023,139.92,,49
76561198079339771,201.87,,31
snowypadre,2713.0399999999936,,257
76561198016951092,1453.010000000001,,154
Sttein,550.5800000000002,,73
76561198018786409,1891.9700000000007,,130
MidNightBrony,2498.8499999999945,,213
atlas-veyron,1746.9500000000007,,163
76561197995292266,3202.4099999999844,,335
pathanson,109.93999999999998,,9
Tigers28,331.7500000000001,,72
76561198046776854,190.88,,47
albinfajardo,74.96,,6
76561198091986289,132.89999999999998,,11
cubeofhearts,631.4000000000003,,67
the_tick77,564.6800000000002,,82
76561198069647457,581.6900000000002,,57
76561198091405304,640.0800000000003,,90
76561198297930576,0.0,,16
r3dflex,478.7600000000001,,36
biglumpofcherri,607.4800000000004,,73
DanTheMan1568,260.86,,40
76561198005265046,685.6000000000003,,68
76561198068074897,408.7000000000001,,62
9891366488166201131455234,568.7100000000002,,91
nitroshroom,1548.020000000001,,131
76561198087476924,64.97,,6
galbit,492.70000000000016,,86
fearlesskeeper,23809.09000000099,,3467
76561198023600852,364.80000000000007,,30
76561197968819806,856.3300000000004,,75
rokrslayr,311.74000000000007,,33
76561198031269589,170.93,,23
76561198074001845,99.93,,17
76561198077463084,19.99,,23
PenguinAKandreas,822.5600000000002,,113
76561198096133548,116.93,,25
YourPsycologicalGLaDOS,269.81000000000006,,32
ToioT,270.76000000000005,,66
76561198059923613,685.6800000000002,,53
CommanderPineApple,1601.0900000000006,,172
76561198064438473,914.4600000000004,,78
76561198103574278,214.85,,27
76561198045104884,556.6300000000001,,57
kylesmithy,990.5000000000005,,112
76561198045612907,69.96,,11
76561198084299846,284.84000000000003,,20
76561198083285708,219.89000000000004,,33
76561197961216740,244.78000000000003,,31
FatVox,3153.309999999988,,242
shont,19.99,,3
76561198264305270,14.99,,2
76561198045053713,399.7700000000001,,29
Evilkingcreeper,429.7500000000001,,52
76561198045196472,988.3100000000004,,90
76561198053679654,69.95,,18
76561198083846142,868.5800000000003,,78
76561198033428909,1304.2400000000005,,112
awesomegamer31,605.6700000000002,,57
TheCookiesDream,187.89,,65
TrayonYT,583.5600000000003,,195
76561198082545122,0.0,,2
76561198069634071,170.9,,16
76561198069295430,251.85,,77
76561198074396328,350.75000000000006,,41
76561198087430106,270.88,,15
76561198062282416,518.7800000000001,,49
HybridSeizure,180.88000000000005,,37
97263354,215.77,,35
76561198066446322,45.96,,7
76561198084471150,74.96,,9
76561198058206554,414.7600000000001,,46
76561198047712616,755.4900000000002,,68
76561198084746865,215.89,,23
76561198075993791,14.99,,17
EvEm_Relic,758.4000000000003,,80
76561198084445871,396.2900000000001,,102
merdehappens,1967.950000000001,,191
peachykins,1810.760000000001,,145
76561198096519055,79.94999999999999,,31
ABallistikPaperClip,250.84000000000003,,28
DollyNhosaborUVA,359.7800000000001,,50
76561198109932731,39.97,,23
76561198087806857,362.79,,20
76561197992771118,1463.1900000000005,,103
JimmyPlant,412.7400000000001,,54
76561198078716488,99.93,,34
76561198090939290,455.8100000000001,,44
ROGUESPARKZ,397.8100000000001,,56
76561198139249899,261.80000000000007,,39
76561198147256974,803.8600000000004,,122
76561198073097077,455.70000000000016,,41
76561198011188132,1820.2800000000009,,168
joaovitor115,1411.1000000000006,,134
76561198078453500,49.97,,21
76561198053255708,659.72,,67
Ioannesdei,303.78,,41
mrlaurikun,1006.4300000000004,,124
76561198078111795,112.90999999999998,,19
76561198092650844,179.88,,24
76561198098861847,234.85000000000005,,42
76561198075335039,126.90999999999998,,12
sykoseksi,14.99,,2
76561198007181690,404.88,,20
76561198067829337,3235.289999999989,,234
76561198080122135,513.76,,43
AndaTH,152.9,,47
Davianator,314.86,,23
THAILANE,43.96,,33
2EzRogueDH,99.96,,12
76561198065053838,939.3800000000005,,89
girintina,261.86,,33
gbl_scarface,6801.649999999924,,661
76561198057856968,269.84000000000003,,30
76561198067826812,174.89999999999998,,21
76561197982587329,1331.2500000000005,,127
skeletor6,2520.299999999996,,240
76561198012047608,213.8100000000001,,51
76561198041681725,891.5900000000001,,58
nwilt,2074.7200000000007,,173
76561198041375039,695.5800000000003,,73
76561198083118714,124.91999999999996,,38
76561198083922802,502.7300000000001,,49
christian22,496.5700000000003,,89
76561198056577853,146.90999999999997,,18
DankThrower420,557.71,,55
mada87,134.92,,15
76561198063960134,300.81000000000006,,46
THE_FKIN_ROBBER,375.81000000000006,,26
76561198029573672,604.7100000000002,,45
76561198069241406,553.4700000000003,,70
76561198219091391,455.6000000000002,,78
uniformturtle,425.7100000000001,,32
76561198022658455,325.88000000000005,,24
metainsanity,691.5900000000003,,60
allanchen03,97.92,,25
johnoguyno1,6254.479999999955,,540
rizkywarouw,445.7800000000001,,45
76561198090964262,0.0,,33
76561198056276372,1388.0300000000009,,166
AKnightOfCydonia,5126.879999999962,,414
76561198097227741,555.6800000000002,,76
jrobertson7,1840.720000000001,,190
Rawloy,1899.760000000001,,154
nanotyrano,1190.8000000000004,,104
76561198074214421,84.92999999999999,,36
76561198027903088,254.85000000000005,,28
AgrarianSkyX,965.3200000000004,,99
76561198066252872,69.97,,6
Ugh-ZanV,1296.0400000000006,,133
pedro6dedos,1588.2900000000004,,109
76561197998939809,70.94,,32
greedysin,290.88,,45
76561198065410780,783.5400000000003,,82
76561198075583182,704.9700000000003,,83
512356,4130.989999999959,,518
76561198046250018,286.86,,29
76561198023334177,484.69000000000017,,62
Whyyyyyyyyyyyyyyyy,103.93999999999998,,12
76561198069972952,212.86,,23
76561197990910431,1379.3700000000003,,87
76561198071484916,505.5900000000002,,54
dentaleye,19.99,,11
TheUncomparablePain,68.94,,17
76561198092681910,322.84000000000003,,36
aranyas,119.92,,24
76561198071075080,267.85,,52
76561198076005433,251.88,,27
76561198091629435,280.88000000000005,,80
76561197968305777,1834.8500000000008,,182
76561198058546299,2946.1599999999908,,217
76561198011312704,669.6700000000001,,40
Mikeythewalrus,2392.709999999998,,155
GXFighter,199.89,,29
76561198084879419,733.6300000000002,,54
76561197997427274,618.5000000000002,,68
76561198019298308,757.4200000000003,,82
76561198045315305,124.93,,12
tgspy312,526.6400000000002,,51
76561198075978225,49.97,,21
76561198069905737,325.81000000000006,,108
michaelpfuzz,589.4300000000003,,71
76561198065674607,114.93999999999998,,12
ronhimself,635.5400000000002,,54
MPTIcePT,293.80000000000007,,80
76561198097045193,261.88,,63
76561198098266704,0.0,,3
76561198034977201,405.80000000000007,,33
76561198017611681,224.86,,30
76561198089642631,1228.3700000000003,,98
44196,1804.7800000000009,,140
add2it,1291.4200000000003,,91
DyreNight,658.6000000000001,,57
76561198049211447,137.91,,12
76561198018651602,209.87,,29
seeeeeeeeeeeeeel,865.4100000000004,,90
76561198015050660,1806.640000000001,,156
76561198236405008,110.91,,31
76561198000627924,1124.760000000001,,201
76561198103128287,180.82,,54
76561198121991182,464.76,,39
ethan_w,1750.750000000001,,161
76561198016947355,2125.540000000001,,193
philphy101,1030.3600000000004,,85
76561198062474147,205.88,,18
76561198053783795,4264.479999999978,,302
76561198087391892,254.85,,57
hipposgalore1,94.94,,23
76561198017921179,2074.730000000001,,211
ColicSpartan443,939.5300000000002,,63
beeny,1053.3700000000003,,81
Riichard_cv,99.95,,11
76561198060122780,3066.099999999989,,238
theneiljoseph,659.4100000000003,,128
76561198063007524,134.91,,23
rootEnginear,966.2900000000004,,86
76561198125667383,779.4900000000002,,94
76561198062279725,29.98,,10
76561198078724454,898.4100000000004,,74
thenoslen,672.6200000000002,,71
gamerbro222,33.96,,15
miniature53,370.7600000000001,,43
76561198040375101,64.96,,9
76561197970693243,695.5200000000002,,60
76561198077806036,738.5700000000003,,69
TenShotsMax,14.99,,4
TenShotsMax,14.99,,4
IamreallyBored,657.0100000000003,,63
76561198066045620,180.90000000000003,,27
76561198045935579,506.65000000000015,,62
76561198082886447,424.6600000000002,,60
Pika_Chan_Oat_11002,215.04000000000025,,110
76561198106054866,34.97,,16
LieutenantFury,1612.1600000000003,,174
76561198067277102,229.89,,20
76561198058724552,471.7700000000001,,38
76561198039821585,899.2400000000005,,105
RebelCalren,273.80000000000007,,42
uncle_egghead,24.98,,3
76561198092022514,92.93,,30
africanbear5,710.6300000000002,,76
stox180,819.5500000000006,,138
76561198084579897,124.95,,28
TheDapperDuk,1673.1000000000006,,165
76561198055348490,1212.1000000000006,,129
76561198022366895,1020.2500000000006,,144
KazuichiLovikovSoda,1579.910000000001,,215
76561198087919452,131.83999999999995,,45
76561198047202682,276.78000000000003,,27
OfficialGoatsmith,3976.769999999982,,292
76561198045762819,24.98,,8
Andi-mc-chan,1282.4100000000003,,105
76561197963262084,799.5700000000002,,55
legendarypudding,49.97,,10
76561198087578204,403.72000000000014,,47
W35TY,1054.3000000000004,,102
dazza228,1515.9100000000008,,141
76561198089737692,0.0,,11
76561198064962071,79.98,,20
76561198070093012,34.98,,7
76561198095419156,147.89999999999998,,40
76561198087140747,177.88,,30
asm0d3us,317.8000000000001,,64
76561198070981191,144.92,,18
76561198069671417,527.6600000000001,,105
76561198073355118,52.95,,23
76561198093012835,121.87999999999998,,29
76561198072044070,94.94,,9
iamacompletecunt,926.4500000000004,,109
76561198092099507,169.91,,14
76561198062199495,801.6200000000002,,75
76561198069757525,59.96,,18
76561198075771125,1108.3000000000004,,112
lemx90,2475.569999999996,,193
76561198019106996,474.80000000000007,,23
76561198060780501,538.6300000000002,,54
theoriginalthee,2657.0899999999933,,233
electricitylikesme,977.4400000000004,,69
76561197972282027,1066.2000000000005,,106
76561198018916953,923.5400000000004,,84
76561198082995208,0.0,,1
76561198004745154,9.99,,2
76561198069233575,211.87000000000003,,35
76561198019650848,1187.4800000000002,,74
76561198096925074,0.0,,14
nige72,1525.2100000000005,,108
76561197968269984,325.73,,31
sprigun,958.1700000000004,,105
76561198043917204,1373.2100000000005,,122
heylistenm8,619.5300000000003,,84
WattsieT,209.93,,16
76561198076669499,407.71000000000015,,35
76561198068270286,194.86,,35
76561197986188587,3301.879999999986,,279
supadan77,1142.2400000000005,,127
CookiesForHobos,979.4000000000004,,113
76561198037256926,249.7900000000001,,34
skittles1696,4974.899999999965,,406
76561198078142934,160.91,,33
TH-TV-Gamer,34.98,,25
Robonculus,204.85,,20
76561198060483865,450.6800000000002,,40
76561198148012083,161.9,,30
76561198093659923,519.6400000000002,,55
sgtsam38,474.7500000000001,,30
TheMishdyHub,1575.1600000000003,,119
jackspan,0.0,,25
A7W3D,1853.5100000000016,,333
76561198075344730,0.0,,4
MixedMag,668.5500000000003,,74
sialiangkuang,157.88,,47
76561198095317629,382.88000000000005,,39
Tullyc,1516.2100000000005,,117
76561198083576017,184.89,,49
76561198084295858,134.91,,26
76561198091555688,0.0,,22
submissiongun,518.6900000000002,,39
76561198023557190,1705.0800000000006,,146
76561198038515329,421.8200000000001,,44
76561197963530842,139.84,,23
Lukacoura,497.6000000000002,,73
colinquess,1023.2000000000004,,106
76561198051821743,1372.2300000000005,,98
vexhd3,540.6100000000002,,58
76561198045900568,704.5800000000002,,76
76561198088870250,34.97,,15
76561197990051568,579.5900000000003,,51
NyanKouhai,1323.1600000000003,,123
76561198093468038,38.97,,21
76561198164396715,555.5800000000003,,78
PurpleDuckE,333.83000000000004,,25
oolatuocS,444.64000000000016,,75
76561197983928044,325.80000000000007,,25
76561198081404087,809.5200000000003,,73
76561198021662250,226.83000000000004,,39
76561197960324664,255.75000000000009,,33
PApab0y,1296.2200000000005,,100
76561198061293043,524.7700000000001,,36
76561198044718459,135.91,,21
76561198073253237,157.89,,33
76561198049338760,115.90999999999998,,21
ariren,591.6100000000001,,72
datepicbruhdoh,1150.0800000000006,,265
76561198050243921,177.9,,18
ZeroEvidence,744.5200000000002,,67
rolagrossa,232.85000000000005,,49
AngelvitorGamer,66.94,,77
76561198080348789,327.77,,53
Timic83,5459.169999999955,,477
ST951,49.98,,10
porkchopsfear,2917.6199999999885,,344
231321455,274.82000000000005,,60
lonarca,1163.2700000000004,,123
76561198087166402,70.94999999999999,,23
76561198060637416,295.7600000000001,,52
76561198061476928,149.76000000000002,,49
76561197993281649,2005.8400000000008,,162
76561198059503397,39.98,,5
76561198068193782,245.82000000000008,,22
kennet3558,755.4000000000003,,58
76561198094559318,124.90999999999998,,59
SRSHaynzie,2346.4599999999973,,216
ErrorT3rm1n4l,3807.5199999999777,,477
Urizar,104.92,,15
76561198267455937,184.89,,26
nasus12367,384.80000000000007,,66
sykesinsteelcity,1450.3300000000004,,85
76561198068382451,449.83,,30
76561198019582682,324.89000000000004,,16
12345gh,204.92,,17
JuicePlooce,888.3600000000005,,88
76561198027003891,294.85,,57
squishyfinger,846.5400000000002,,57
45826755958,544.8100000000001,,40
76561198086572689,209.95,,24
76561198086520415,267.84000000000003,,31
hikaruliaw,14.99,,2
76561198094344083,625.7400000000001,,55
76561198049966785,596.7200000000001,,41
ud3p,5606.729999999897,,1013
76561198074078733,228.3400000000001,,31
sensualidade,503.6500000000001,,58
AngelofMercyAngela,1147.3600000000004,,89
76561198046582380,301.82000000000005,,34
Brismo,2449.7699999999973,,240
tiger_2000,123.91999999999996,,18
76561198078404194,1217.2600000000004,,137
76561198076542620,1568.2400000000005,,88
RocketEvil,156.9,,20
76561198072267288,169.92,,77
ItsNotJohno747,571.5500000000002,,66
76561198080682550,49.97,,11
_Minja,654.4500000000003,,74
SuchGayMuchWow,486.6300000000002,,78
76561198064897138,1078.5700000000002,,95
_NazuL_,354.7500000000001,,52
76561198089913788,28.97,,71
_sc0tt_,337.7900000000001,,38
76561197967513414,2040.690000000001,,157
shnad,854.5100000000003,,62
76561198093625944,64.94,,44
TSwizzlezGaming,294.86,,33
76561198051569593,1118.3100000000004,,114
76561198040050659,529.6900000000002,,71
76561198280059944,14.99,,34
bayleyfoy,139.89,,30
XIGFleez,742.3700000000005,,92
76561198075912572,529.7700000000001,,34
76561198070197487,366.7800000000001,,30
hiddengamer15,775.5900000000003,,84
odoroitaka,2007.610000000001,,190
boob_enja,316.80000000000007,,30
jayden_c,1937.9400000000007,,146
76561198031246020,1400.2600000000004,,95
Katidis,585.6300000000002,,59
76561198083299104,90.95,,15
lolski37,410.81000000000006,,66
76561198060661864,114.95,,10
76561198031591799,425.69000000000017,,48
Xemta,1359.1500000000003,,115
76561198073938058,296.7700000000001,,62
76561198074326047,345.7700000000001,,60
RIPPYA4EVA,14.99,,20
76561198014066222,1017.4300000000004,,104
76561198064935676,19.99,,3
invokerus,235.77000000000004,,45
76561198057814273,129.93,,19
76561198132692475,334.82000000000005,,33
HolyJw,430.80000000000007,,59
76561198031117927,2021.770000000001,,164
76561198037696460,2588.359999999996,,202
